playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","-101.4261","51.7578","null","200.2","321","79","null","null","2.6282","200.67","120.33","1","83.553","7.4134","8.9723","5",
"2533460","null","Robert Turbin","RB","IND","RB","IND","-102.338","50.8459","null","193.5","322","80","null","null","3.8776","224.48","97.52","0","65.2582","25.77","6.2864","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","-102.4707","49.9481","null","null","323","101","null","null","1.4435","null","null","1","62.2405","28.7672","5.6089","null",
"2553913","null","Tyrell Williams","WR","SD","WR","SD","-103.8838","48.535","null","191.3","324","102","null","null","1.4028","217.71","106.29","1","64.3894","2.6774","7.7029","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","-103.9447","48.4741","null","190.5","325","103","null","null","3.1875","229.25","95.75","1","75.9799","10.85","5.5307","null",
"2555461","null","Wendell Smallwood","RB","PHI","RB","PHI","-105.7706","47.4133","null","184.4","326","81","null","null","1.5437","187.22","138.78","3","68.7973","11.7794","7.7557","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","-106.3411","41.9576","null","null","327","49","null","null","1.6921","null","null","0","51.6518","32.5443","5.4487","null",
"2555216","null","Malcolm Mitchell","WR","NE","WR","NE","-106.6286","45.7902","null","192.8","328","104","null","null","1.7702","193.74","134.26","1","62.7337","24.3157","7.2463","null",
"2542022","null","Khiry Robinson","RB","NYJ","RB","NYJ","-106.6606","46.5233","null","205.7","329","82","null","null","1.3284","null","null","0","66.1457","29.24","7.1249","null",
"2555415","null","Austin Hooper","TE","ATL","TE","ATL","-107.5444","40.7543","null","206.5","330","50","null","null","2.8587","211.24","118.76","1","60.1093","7.66","6.9158","null",
"2505551","null","Andre Johnson","WR","TEN","WR","TEN","-107.6358","44.783","null","181.3","331","105","null","null","2.0017","null","null","0","63.8231","21.6","5.528","null",
"2556411","null","Josh Ferguson","RB","IND","RB","IND","-107.968","45.216","null","201.4","332","83","null","null","0.5042","200.73","131.27","2","66.6022","5.37","8.846","null",
"2555234","null","Tyler Ervin","RB","HOU","RB","HOU","-108.01","45.174","null","206.3","333","84","null","null","2.0796","220.37","112.63","1","54.4817","20.67","5.4779","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","-108.5219","39.7768","null","null","334","51","null","null","4.344","null","null","0","52.4895","21","4.5478","null",
"2550551","null","Travis Coons","K","FA","K","FA","-108.7393","48.2894","null","null","335","35","null","null","21.2753","null","null","0","83.2909","0","8.8059","3",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","-108.9344","44.2496","null","null","336","85","null","null","2.5155","null","null","0","59.3582","23.4079","6.005","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","-109.1617","43.2571","null","null","337","106","null","null","1.0592","null","null","1","59.2805","29.1","4.6378","null",
"2543746","null","Josh Huff","WR","PHI","WR","PHI","-110.1133","42.3056","null","null","338","107","null","null","0.3993","null","null","0","52.5518","33.1744","3.6359","null",
"2495189","null","Jeremy Kerley","WR","SF","WR","SF","-110.3286","42.0903","null","null","339","108","null","null","0.4897","null","null","0","59.304","21.33","5.5719","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","-110.6967","41.7221","null","null","340","109","null","null","0.677","null","null","0","53.9723","26.65","4.3549","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","-110.9398","41.479","null","228.2","341","110","null","null","1.1735","null","null","1","53.0662","32.13","4.5557","null",
"2552380","null","Karlos Williams","RB","FA","RB","FA","-111.2448","41.9391","null","185.2","342","86","null","null","1.8011","191.15","150.85","4","75.9017","0","10.0369","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","-111.655","41.529","null","204.6","343","87","null","null","3.0128","203.58","139.42","2","56.0531","24.86","7.1883","null",
"2532933","null","Brian Quick","WR","LA","WR","LA","-111.8077","40.6112","null","229.1","344","111","null","null","0.8343","null","null","0","52.156","18","4.4555","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","-112.2843","36.0144","null","null","345","52","null","null","1.2832","null","null","null","53.826","21.163","4.4716","null",
"2531332","null","Terrelle Pryor","WR","CLE","WR","CLE","-112.4188","40","null","null","346","112","null","null","0.7647","173.66","172.34","1","40","40","4.4709","null",
"2531332","null","Terrelle Pryor","WR","CLE","WR","CLE","-112.4188","40","null","null","346","112","null","null","0.7647","173.66","172.34","1","40","40","3.8211","null",
"2543836","null","T.J. Jones","WR","FA","WR","FA","-112.8652","39.5537","null","null","347","113","null","null","0.8902","null","null","0","45.6866","26.82","3.8993","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","-113.4474","34.8513","null","null","348","53","null","null","0.6411","null","null","0","51.4273","12.55","6.2169","null",
"2552627","null","DeAndre Smelter","WR","FA","WR","FA","-113.502","38.9169","null","null","349","114","null","null","0.8031","null","null","1","39.599","37.8","1.907","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","-113.6876","34.6111","null","null","350","54","null","null","2.1264","null","null","0","44.0031","20.81","7.2068","null",
"2539214","null","Kenbrell Thompkins","WR","FA","WR","FA","-114.0088","38.4101","null","null","351","115","null","null","0.8994","null","null","0","52.6057","19.8","5.3865","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","-114.437","38.747","null","185.3","352","88","null","null","1.8817","209.97","142.03","1","60.1576","5.22","6.4959","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","-114.4895","33.8091","null","null","353","55","null","null","2.8442","null","null","0","72.8248","7.6083","6.805","null",
"2550546","null","Philly Brown","WR","CAR","WR","CAR","-114.6013","37.8175","null","236.8","354","116","null","null","0.74","null","null","0","62.0218","5.5096","7.2574","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","-114.8986","38.2854","null","null","355","89","null","null","4.8239","null","null","0","53.0656","20.5","5.4922","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","-115.2151","37.2038","null","207.7","356","117","null","null","0.3057","null","null","1","50.949","16.7783","4.7067","null",
"2541388","null","Brice Butler","WR","DAL","WR","DAL","-115.4676","36.9512","null","null","357","118","null","null","0.3781","null","null","0","54.119","17.3","4.8558","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","-115.574","36.8448","null","null","358","119","null","null","0.5626","null","null","0","53.1197","3.3046","5.7489","null",
"2543491","null","Paul Richardson","WR","SEA","WR","SEA","-116.1174","36.3014","null","null","359","120","null","null","0.3381","null","null","1","55.6097","15.2579","5.1753","null",
"2552657","null","DeAndrew White","WR","FA","WR","FA","-116.1558","36.263","null","null","360","121","null","null","0.8532","null","null","null","47.5663","16.6112","6.4242","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","-116.7551","35.6638","null","null","361","122","null","null","0.541","null","null","0","50.6534","23.7238","6.4367","null",
"2552401","null","MyCole Pruitt","TE","MIN","TE","MIN","-117.1385","31.1602","null","276.5","362","56","null","null","0.5245","null","null","0","51.9921","1.3726","8.2943","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","-117.2631","35.1557","null","219.5","363","123","null","null","0.8682","null","null","1","53.954","8.3962","6.8665","null",
"2555209","null","Chris Moore","WR","BAL","WR","BAL","-117.3291","35.0898","null","null","364","124","null","null","2.3069","null","null","0","57.8619","13.03","7.3301","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","-117.5289","30.7697","null","null","365","57","null","null","0.4339","null","null","0","42.6918","15.24","6.7167","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","-117.7388","35.4452","null","null","366","90","null","null","4.8416","null","null","0","42.4204","20.95","7.6358","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","-117.7971","30.5015","null","null","367","58","null","null","0.9699","null","null","null","56.5108","4.8","10.0844","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","-118.1285","30.1701","null","null","368","59","null","null","2.2502","null","null","null","43.362","2.4","4.9541","null",
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","-118.9335","33.4854","null","237","369","125","null","null","1.4616","null","null","1","47.2377","13.04","4.9331","null",
"497226","null","Jim Dray","TE","BUF","TE","BUF","-119.4056","28.8931","null","null","370","60","null","null","3.0364","null","null","null","54.1976","8.83","8.7163","null",
"71417","null","Jordan Norwood","WR","DEN","WR","DEN","-120.3385","32.0803","null","null","371","126","null","null","0.2571","null","null","null","52.3333","12.9254","6.122","null",
"2543774","null","Jared Abbrederis","WR","GB","WR","GB","-120.4517","31.9672","null","218.7","372","127","null","null","0.3143","225.6","146.4","1","47.3243","9.3683","6.912","null",
"2543646","null","Bruce Ellington","WR","SF","WR","SF","-120.7396","31.6792","null","169.4","373","128","null","null","0.2518","null","null","1","65.4719","2.6974","8.7008","null",
"2550617","null","Taylor Gabriel","WR","FA","WR","FA","-120.7924","31.6264","null","null","374","129","null","null","0.6202","null","null","0","49.0212","5.54","8.6217","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","-121.1905","31.2284","null","211.3","375","130","null","null","0.6039","null","null","1","58.3552","8.6415","5.2681","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","-121.352","26.9467","null","217.4","376","61","null","null","2.6875","null","null","0","42.5034","12.0683","5.9529","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","-121.6347","30.7842","null","null","377","131","null","null","1.1167","null","null","0","52.6307","7.663","8.1365","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","-121.7062","31.4778","null","null","378","91","null","null","2.3095","null","null","0","50.3681","0","5.5916","null",
"2507902","null","Marlon Moore","WR","FA","WR","FA","-121.9541","30.4648","null","null","379","132","null","null","1.8841","null","null","0","58.0201","0","12.0799","null",
"2550474","null","Antonio Andrews","RB","TEN","RB","TEN","-123.4545","29.7294","null","228","380","92","null","null","1.6423","null","null","0","54.8597","3.2","5.6133","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","-123.532","24.7667","null","null","381","62","null","null","1.9665","null","null","0","40.2261","12.4164","6.4488","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","-123.5487","28.8701","null","null","382","133","null","null","1.3884","null","null","0","45.0788","6.1246","6.862","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","-124.1275","28.2913","null","null","383","134","null","null","1.8428","null","null","0","33.7927","22.04","5.6072","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","-124.547","23.7517","null","null","384","63","null","null","2.3975","null","null","0","38.4169","5.6","6.1437","null",
"2540037","null","Fozzy Whittaker","RB","CAR","RB","CAR","-124.5768","28.6071","null","null","385","93","null","null","1.5296","null","null","0","33.7154","21.72","7.4629","null",
"2532926","null","Isaiah Pead","RB","MIA","RB","MIA","-125.6167","27.5672","null","null","386","94","null","null","1.1327","null","null","0","57.8274","0","5.9787","null",
"2507183","null","James Jones","WR","FA","WR","FA","-125.7468","26.672","null","211.5","387","135","null","null","0.5413","null","null","1","46.0046","0","7.4485","null",
"222","null","Harry Douglas","WR","TEN","WR","TEN","-126.1938","26.225","null","null","388","136","null","null","0.5158","null","null","0","46.7922","7.3084","4.0092","null",
"768","null","Steve Johnson","WR","SD","WR","SD","-126.3823","26.0365","null","null","389","137","null","null","0.8399","null","null","1","60.0469","0","8.5298","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","-126.4501","21.8486","null","null","390","64","null","null","0.9975","null","null","3","34.9196","6.3715","5.2369","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","-126.5962","26.5878","null","216.7","391","95","null","null","0.803","null","null","1","50.2941","3.44","6.4963","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","-126.9028","26.2812","null","null","392","96","null","null","1.4476","null","null","0","31.8866","13.9","6.3395","null",
"2535869","null","Rod Streater","WR","SF","WR","SF","-127.037","25.3818","null","null","393","138","null","null","0.5212","null","null","0","46.4182","-0.2","6.1482","null",
"2535964","null","Josh Bellamy","WR","CHI","WR","CHI","-127.4075","25.0113","null","null","394","139","null","null","0.5016","null","null","0","34.3135","5.03","5.1232","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","-127.4388","20.8598","null","null","395","65","null","null","0.8807","null","null","null","36.3835","1.7073","7.1394","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","-127.4563","20.8423","null","null","396","66","null","null","1.7778","null","null","0","30.4987","6.7526","4.6147","null",
"2541966","null","Jaron Brown","WR","ARI","WR","ARI","-127.7089","24.71","null","null","397","140","null","null","0.5731","null","null","0","34.4983","7.353","6.4048","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","-127.8956","25.2884","null","null","398","97","null","null","1.1479","null","null","0","39.7093","0","5.7848","null",
"2555468","null","Rashard Higgins","WR","CLE","WR","CLE","-128.1093","24.3095","null","null","399","141","null","null","0.4807","null","null","1","32.0193","12.4","7.152","null",
"2533533","null","Rueben Randle","WR","FA","WR","FA","-128.4546","23.9642","null","199","400","142","null","null","0.3836","null","null","1","41.3341","0","7.31","null",
"318","null","Jerome Simpson","WR","FA","WR","FA","-128.7254","23.6934","null","null","401","143","null","null","0.431","null","null","0","40.867","0","7.4514","null",
"2506871","null","Fred Jackson","RB","SEA","RB","SEA","-128.8051","24.3788","null","null","402","98","null","null","0.7684","null","null","0","34.0633","0","6.9028","null",
"2506313","null","Nate Washington","WR","FA","WR","FA","-128.9511","23.4678","null","225","403","144","null","null","0.5367","null","null","0","40.4778","0","6.724","null",
"2506122","null","Benjamin Watson","TE","BAL","TE","BAL","-129.1828","19.1159","null","null","404","67","null","null","0.1637","null","null","1","46.1361","0","14.1832","null",
"2535890","null","Travaris Cadet","RB","FA","RB","FA","-129.2817","23.9023","null","null","405","99","null","null","0.9813","null","null","0","43.1534","3.3","6.0699","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","-129.2855","19.0131","null","null","406","68","null","null","0.3217","null","null","null","32.1537","3.5073","7.789","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","-129.3619","23.057","null","208","407","145","null","null","0.4752","null","null","2","32.8631","3.3748","5.3354","null",
"2552580","null","A.J. Derby","TE","NE","TE","NE","-129.4073","18.8913","null","null","408","69","null","null","0.4496","null","null","0","29.744","0","9.2469","null",
"2533444","null","Randy Bullock","K","NYG","K","NYG","-129.5935","27.4353","null","null","409","36","null","null","0.8721","null","null","0","50.9363","8.7","4.6161","null",
"2539235","null","Tavarres King","WR","NYG","WR","NYG","-129.6137","22.8051","null","null","410","146","null","null","0.9958","null","null","null","39.224","0","7.9164","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","-129.8071","18.4916","null","null","411","70","null","null","0.4467","null","null","1","30.7556","0.2","6.1889","null",
"2552382","null","Malcolm Brown","RB","LA","RB","LA","-129.8654","23.3186","null","null","412","100","null","null","0.824","null","null","0","36.9385","10.71","8.0895","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","-129.9068","18.3918","null","null","413","71","null","null","0.775","null","null","0","28.9325","6.17","6.037","null",
"497320","null","Andre Roberts","WR","DET","WR","DET","-130.0604","22.3585","null","null","414","147","null","null","1.1117","null","null","0","36.5625","0","4.6959","null",
"2504162","null","Shayne Graham","K","FA","K","FA","-130.4359","26.5929","null","null","415","37","null","null","13.326","null","null","null","50.5767","0","7.9933","null",
"2506149","null","Shaun Suisham","K","FA","K","FA","-130.4951","26.5337","null","null","416","38","null","null","26.5337","null","null","0","51.7954","0","8.1145","null",
"2533353","null","Cory Harkey","TE","LA","TE","LA","-130.6007","17.6979","null","null","417","72","null","null","0.1801","null","null","null","32.0131","0","6.2326","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","-130.6605","22.5234","null","null","418","101","null","null","0.0694","null","null","null","34.3439","0","6.2129","null",
"2555227","null","Jonathan Williams","RB","BUF","RB","BUF","-130.7183","22.4657","null","212.1","419","102","null","null","0.2658","214.06","204.94","1","47.3146","0.8","7.5068","null",
"2555260","null","Dak Prescott","QB","DAL","QB","DAL","-130.7336","150.4554","null","174.1","420","29","null","null","13.3475","149.69","270.31","3","220.764","105.5616","6.8361","5",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","-130.7417","22.4423","null","null","421","103","null","null","1.0981","null","null","0","33.8454","-1.2777","7.5134","null",
"2508112","null","Rob Housler","TE","FA","TE","FA","-130.763","17.5356","null","null","422","73","null","null","0.6113","null","null","null","25.3957","2.74","5.8018","null",
"2541096","null","Ifeanyi Momah","TE","FA","TE","FA","-130.7987","17.5","null","null","423","74","null","null","1.9061","null","null","0","17.5","17.5","null","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","-131.1587","21.2601","null","null","424","148","null","null","0.1878","null","null","0","36.7151","3.79","5.6182","null",
"2540151","null","Justin Hunter","WR","FA","WR","FA","-131.1854","21.2334","null","null","425","149","null","null","0.5617","null","null","0","27.8608","12.09","4.5436","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","-131.2265","21.9575","null","null","426","104","null","null","1.6765","null","null","3","35.2286","6.83","6.4256","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","-131.5076","20.9113","null","null","427","150","null","null","0.8927","null","null","0","45.5082","3.057","7.1854","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","-131.95","16.3487","null","null","428","75","null","null","1.7848","null","null","0","26.8857","1.795","6.0689","null",
"1037885","null","Marc Mariani","WR","FA","WR","FA","-131.9867","20.4322","null","null","429","151","null","null","0.9918","null","null","0","32.8629","2.4","6.4572","null",
"2534770","null","Jonathan Grimes","RB","HOU","RB","HOU","-132.453","20.731","null","null","430","105","null","null","0.9164","null","null","0","42.8741","1.2","6.5522","null",
"2535634","null","Chris Givens","WR","FA","WR","FA","-132.8138","19.605","null","null","431","152","null","null","0.4119","null","null","0","32.0269","0","4.5185","null",
"2552421","null","Kenny Bell","WR","FA","WR","FA","-133.1432","19.2757","null","null","432","153","null","null","0.243","null","null","1","28.9779","5.89","7.3737","null",
"2495331","null","Aldrick Robinson","WR","ATL","WR","ATL","-133.3082","19.1106","null","null","433","154","null","null","0.2948","null","null","0","28.9198","0","5.0988","null",
"2539260","null","Denard Robinson","RB","JAC","RB","JAC","-133.3529","19.831","null","null","434","106","null","null","0.0961","null","null","0","37.621","3.6","5.667","null",
"2553762","null","Terron Ward","RB","ATL","RB","ATL","-133.386","19.798","null","null","435","107","null","null","0.2385","null","null","0","26.0588","10.3199","2.5784","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","-133.4595","14.8391","null","null","436","76","null","null","0.5704","null","null","0","26.1075","4.4","7.4165","null",
"2506897","null","Devin Hester","WR","FA","WR","FA","-133.4641","18.9547","null","null","437","155","null","null","0.3821","null","null","0","32.6936","0","6.359","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","-133.5121","19.6718","null","null","438","108","null","null","0.3819","null","null","0","33.9936","0","6.9925","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","-133.7368","19.4472","null","null","439","109","null","null","1.0444","null","null","null","28.2847","11.61","4.0749","null",
"2540279","null","Nick Williams","WR","ATL","WR","ATL","-133.7419","18.6769","null","null","440","156","null","null","0.5657","null","null","null","30.4818","-0.11","5.4836","null",
"2556686","null","Nelson Spruce","WR","LA","WR","LA","-133.9506","18.4683","null","null","441","157","null","null","1.5878","null","null","0","30.3388","0","6.4541","null",
"2556708","null","Cole Wick","TE","DET","TE","DET","-134.0099","14.2887","null","null","442","77","null","null","0.1128","null","null","0","23.8847","0","5.9777","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","-134.05","14.2487","null","null","443","78","null","null","0.7171","null","null","0","30.188","-0.257","4.7495","null",
"2495471","null","Jacquizz Rodgers","RB","FA","RB","FA","-134.0513","19.1326","null","null","444","110","null","null","1.4672","null","null","1","22.9033","13.96","3.846","null",
"2556463","null","Stephen Anderson","TE","HOU","TE","HOU","-134.1954","14.1032","null","null","445","79","null","null","1.2032","null","null","0","22.2746","0","7.4105","null",
"2555471","null","Kenny Lawler","WR","FA","WR","FA","-134.6645","17.7543","null","null","446","158","null","null","1.7795","null","null","0","29.196","0","6.2839","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","-135.3388","12.9598","null","null","447","80","null","null","0.7083","null","null","0","19.7486","-0.2","5.5615","null",
"2553552","null","Khari Lee","TE","CHI","TE","CHI","-135.4585","12.8402","null","null","448","81","null","null","1.2694","null","null","0","21.5869","0","5.3733","null",
"2553848","null","Dreamius Smith","RB","SD","RB","SD","-135.5109","17.673","null","null","449","111","null","null","0.129","null","null","0","28.959","-0.4","6.9849","null",
"2539265","null","Rex Burkhead","RB","CIN","RB","CIN","-135.5261","17.6579","null","null","450","112","null","null","0.2317","null","null","0","27.2481","0.8","5.4924","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","-135.7537","17.4302","null","224.5","451","113","null","null","0.1644","null","null","0","29.6545","1.6","6.8767","null",
"2553867","null","Mack Brown","RB","FA","RB","FA","-135.7619","17.4221","null","null","452","114","null","null","0.426","null","null","null","13.7136","13.41","2.1081","null",
"2556118","null","Dwayne Washington","RB","DET","RB","DET","-136.0744","17.1095","null","null","453","115","null","null","0.7482","null","null","0","34.014","0.7","11.256","null",
"2553660","null","Akeem Hunt","RB","FA","RB","FA","-136.3013","16.8826","null","null","454","116","null","null","1.0496","null","null","null","33.1041","0","8.9463","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","-136.4122","16.0066","null","null","455","159","null","null","0.1264","null","null","0","25.7333","1.7","5.791","null",
"2552413","null","Dres Anderson","WR","SF","WR","SF","-136.4759","15.943","null","null","456","160","null","null","0.1293","null","null","null","18.9459","11.8","3.2966","null",
"2543638","null","DeAnthony Thomas","WR","KC","WR","KC","-136.6014","15.8174","null","null","457","161","null","null","0.0369","null","null","2","33.6425","0","4.9579","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","-136.609","15.8099","null","null","458","162","null","null","0.0678","null","null","0","30.3053","1.3832","3.6812","null",
"2550243","null","Justin Perillo","TE","GB","TE","GB","-136.6357","11.663","null","null","459","82","null","null","0.4935","null","null","null","15.0228","8.17","3.3964","null",
"2553621","null","Lucky Whitehead","WR","DAL","WR","DAL","-136.6676","15.7512","null","null","460","163","null","null","0.134","null","null","2","17.5775","11.53","2.353","null",
"2540157","null","Stedman Bailey","WR","LA","WR","LA","-136.6859","15.7329","null","null","461","164","null","null","0.4231","null","null","0","31.9711","0","6.2521","null",
"2555311","null","Jerell Adams","TE","NYG","TE","NYG","-136.82","11.4786","null","null","462","83","null","null","0.8965","null","null","0","19.2536","0.12","4.191","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","-136.9172","15.5016","null","null","463","165","null","null","0.4558","null","null","0","30.7113","2.82","4.9526","null",
"81306","null","Brandon Tate","WR","FA","WR","FA","-137.3007","15.1181","null","null","464","166","null","null","0.284","null","null","0","19.1613","9.54","3.4383","null",
"2543655","null","Tyler Gaffney","RB","FA","RB","FA","-137.344","15.84","null","null","465","117","null","null","0.0171","211.54","253.46","1","13.8188","4.75","3.8254","null",
"2550481","null","Orleans Darkwa","RB","NYG","RB","NYG","-137.3578","15.8262","null","null","466","118","null","null","0.3345","null","null","0","24.7206","0.5","6.6795","null",
"2539980","null","Kerwynn Williams","RB","FA","RB","FA","-137.3644","15.8196","null","null","467","119","null","null","0.7594","null","null","null","25.2631","1.2","6.2889","null",
"2555289","null","Nick Vannett","TE","SEA","TE","SEA","-137.4384","10.8603","null","null","468","84","null","null","0.7753","null","null","0","17.5489","1.9188","4.3428","null",
"2555478","null","Demarcus Robinson","WR","KC","WR","KC","-137.4454","14.9734","null","null","469","167","null","null","0.4347","null","null","0","27.1308","-0.1","9.9455","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","-137.724","14.6949","null","null","470","168","null","null","0.5401","null","null","0","28.0768","2.1177","5.8278","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","-137.9946","10.3041","null","null","471","85","null","null","0.8733","null","null","0","19.8504","0.67","5.4257","null",
"2533030","null","Jonas Gray","RB","FA","RB","FA","-138.0202","15.1638","null","null","472","120","null","null","0.3489","null","null","0","26.1549","0","9.2164","null",
"2532900","null","Keshawn Martin","WR","FA","WR","FA","-138.0363","14.3826","null","null","473","169","null","null","0.6477","null","null","0","20.1758","6.39","4.0653","null",
"2555459","null","Keith Marshall","RB","WAS","RB","WAS","-138.2274","14.9566","null","210.5","474","121","null","null","0.2927","null","null","2","33.2426","-0.9026","9.603","null",
"2543628","null","Troy Niklas","TE","ARI","TE","ARI","-138.4327","9.8659","null","null","475","86","null","null","1.0489","null","null","0","11.7052","8.22","6.0999","null",
"2539256","null","Aaron Dobson","WR","FA","WR","FA","-138.4919","13.9269","null","null","476","170","null","null","0.4535","null","null","0","18.8764","7.03","6.0581","null",
"2543565","null","Andre Williams","RB","FA","RB","FA","-138.5109","14.6731","null","null","477","122","null","null","0.7889","null","null","0","16.052","6.1","4.0984","null",
"2508101","null","James Develin","RB","NE","RB","NE","-138.5293","14.6547","null","null","478","123","null","null","1.5618","null","null","null","25.15","0","6.6886","null",
"2541785","null","Adam Thielen","WR","MIN","WR","MIN","-138.876","13.5429","null","null","479","171","null","null","0.2951","null","null","null","25.2439","2.7415","4.6144","null",
"2505790","null","Wes Welker","WR","LA","WR","LA","-139.015","13.4039","null","null","480","172","null","null","0.5381","null","null","0","20.1765","0","4.6421","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","-139.3031","8.9956","null","null","481","87","null","null","0.7136","null","null","0","16.8718","0","5.1463","null",
"2531049","null","Chris Matthews","WR","BAL","WR","BAL","-139.3273","13.0916","null","null","482","173","null","null","0.4616","null","null","null","28.5615","0","8.2038","null",
"2536342","null","Brandon Bostick","TE","NYJ","TE","NYJ","-139.6601","8.6386","null","null","483","88","null","null","0.9752","null","null","null","14.3106","0","4.2395","null",
"2495223","null","Greg Salas","WR","BUF","WR","BUF","-139.7789","12.64","null","null","484","174","null","null","0.2713","null","null","null","24.9469","0","5.2059","null",
"2556381","null","Mike Thomas","WR","LA","WR","LA","-139.7988","12.62","null","168.8","485","175","null","null","0.5364","null","null","1","18.8089","3.56","8.5076","null",
"2530690","null","DuJuan Harris","RB","FA","RB","FA","-140.0701","13.1138","null","null","486","124","null","null","0.1495","null","null","0","23.815","0","4.8796","null",
"2552578","null","Tyler Varga","RB","IND","RB","IND","-140.112","13.0719","null","null","487","125","null","null","0.2351","null","null","0","22.3765","0.53","5.9828","null",
"2556462","null","Robby Anderson","WR","NYJ","WR","NYJ","-140.3014","12.1174","null","null","488","176","null","null","0.1738","null","null","1","19.3731","0","5.5519","null",
"2550512","null","Damien Williams","RB","MIA","RB","MIA","-140.3272","12.8567","null","null","489","126","null","null","0.0685","null","null","0","26.3648","1.8","7.0603","null",
"2507779","null","Donald Brown","RB","FA","RB","FA","-140.367","12.817","null","null","490","127","null","null","0.1261","null","null","0","22.1071","0","5.7476","null",
"2495192","null","Greg Little","WR","FA","WR","FA","-140.369","12.0498","null","null","491","177","null","null","0.3687","null","null","null","20.7838","0","4.8834","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","-140.3733","7.9254","null","null","492","89","null","null","0.5466","null","null","0","11.1382","0","4.7331","null",
"2552636","null","Michael Burton","RB","DET","RB","DET","-140.4246","12.7594","null","null","493","128","null","null","0.5461","null","null","null","16.4038","8.22","3.6281","null",
"2552464","null","Jalston Fowler","RB","TEN","RB","TEN","-140.5616","12.6224","null","null","494","129","null","null","1.0146","null","null","null","18.1045","6.19","4.5992","null",
