playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","-277.9344","3.2545","null","null","881","67","null","null","0.6867","null","null","0","6.5634","0.32","3.4633","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","-278.5224","2.6666","null","null","882","68","null","null","0.2256","null","null","0","5.1731","0.16","3.2828","null",
"2543605","null","Zach Mettenberger","QB","PIT","QB","PIT","-278.72","2.4689","null","null","883","69","null","null","0.0578","null","null","0","3.6572","0","4.3702","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","-278.7758","2.4131","null","null","884","70","null","null","0.0888","null","null","0","5.2645","0","2.5568","null",
"2505982","null","Matt Schaub","QB","ATL","QB","ATL","-278.7798","2.4091","null","null","885","71","null","null","0.186","null","null","0","5.5558","-0.646","4.6651","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","-278.9494","2.2395","null","null","886","72","null","null","0.3826","null","null","0","4.567","0.048","4.324","null",
"2555426","null","Cardale Jones","QB","BUF","QB","BUF","-278.9823","2.2066","null","null","887","73","null","null","0.7624","null","null","0","3.0788","-0.2","6.8099","null",
"2543587","null","Aaron Murray","QB","FA","QB","FA","-279.6816","1.5074","null","null","888","74","null","null","0.2882","null","null","0","2.5999","0","3.5075","null",
"2539308","null","Matt Barkley","QB","FA","QB","FA","-279.8079","1.381","null","null","889","75","null","null","0.333","null","null","0","2.382","0","3.5475","null",
"2552371","null","Garrett Grayson","QB","NO","QB","NO","-280.1316","1.0573","null","null","890","76","null","null","0.019","null","null","0","2.3066","0","9.2343","null",
"2552369","null","Bryce Petty","QB","NYJ","QB","NYJ","-280.1503","1.0386","null","null","891","77","null","null","0.0221","null","null","0","2.2659","0","7.3898","null",
"2553600","null","Jameill Showers","QB","DAL","QB","DAL","-280.1509","1.038","null","null","892","78","null","null","0.1771","null","null","null","1.7904","0","3.3862","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","-280.1938","0.9951","null","null","893","79","null","null","0.2904","null","null","0","2.1709","0","3.4178","null",
"2533349","null","Austin Davis","QB","DEN","QB","DEN","-280.4622","0.7267","null","null","894","80","null","null","0.0563","null","null","null","1.756","0","3.3558","null",
"2555261","null","Jacoby Brissett","QB","NE","QB","NE","-280.5064","0.6825","null","null","895","81","null","null","0.1167","null","null","1","1.4251","0","5.861","null",
"2532917","null","Kellen Moore","QB","DAL","QB","DAL","-280.5305","0.6584","null","null","896","82","null","null","0.4085","null","null","0","2.0488","-0.9026","3.4479","null",
"2508123","null","T.J. Yates","QB","HOU","QB","HOU","-280.7157","0.4732","null","null","897","83","null","null","0.4599","null","null","0","0.7123","0","3.9647","null",
"2555416","null","Christian Hackenberg","QB","NYJ","QB","NYJ","-281.1623","0.0266","null","null","898","84","null","null","0.0266","null","null","1","0.0496","0","4.1437","null",
"264","null","Josh Johnson","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.2144","null",
"497108","null","Jimmy Clausen","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"497121","null","Thad Lewis","QB","SF","QB","SF","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.5583","null",
"2495181","null","Jerrod Johnson","QB","DAL","QB","DAL","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1113","null",
"2495974","null","Charlie Whitehurst","QB","IND","QB","IND","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.0598","null",
"2504531","null","Michael Vick","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","0","0","0","3.3522","null",
"2507237","null","Jordan Palmer","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.0635","null",
"2532894","null","Ryan Lindley","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2534889","null","Matt Simms","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2536006","null","Matt Blanchard","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2539258","null","Zac Dysert","QB","MIA","QB","MIA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"2539312","null","Brad Sorensen","QB","MIN","QB","MIN","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2540173","null","Tyler Bray","QB","KC","QB","KC","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"2541185","null","Ryan Griffin","QB","TB","QB","TB","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"2541429","null","B.J. Daniels","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2543462","null","Johnny Manziel","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","0","0","0","9.0222","null",
"2543751","null","David Fales","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"2543767","null","Logan Thomas","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","4.6305","null",
"2543784","null","Keith Wenning","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2549982","null","Garrett Gilbert","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2550247","null","Bryn Renner","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2550252","null","Connor Shaw","QB","CLE","QB","CLE","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2550376","null","Stephen Morris","QB","IND","QB","IND","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","3.1179","null",
"2550410","null","Dustin Vaughan","QB","DAL","QB","DAL","-281.1889","0","null","null","899","85","null","null","0","null","null","null","0","0","null","null",
"2555262","null","Jeff Driskel","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0","null","null","0","0","0","3.1179","null",
"2555263","null","Kevin Hogan","QB","FA","QB","FA","-281.1889","0","null","null","899","85","null","null","0.0621","null","null","0","0","0","3.1179","null",
"2555332","null","Connor Cook","QB","OAK","QB","OAK","-281.1889","0","null","null","899","85","null","null","0.1705","null","null","0","0","0","6.0002","null",
"367","null","Matt Flynn","QB","NO","QB","NO","-281.3131","-0.1241","null","null","929","115","null","null","0.0927","null","null","null","-0.0342","-0.276","3.1844","null",
"2540263","null","Sean Renfree","QB","FA","QB","FA","-281.4057","-0.2168","null","null","930","116","null","null","null","null","null","null","-0.0876","-0.482","3.1741","null",
